,sector,qf_code,title,download_link
2706,Media & Entertainment,QG-03-ME-00016-2023-V1-MESC,Animation Associate - 3D,https://nqr.gov.in/sites/default/files/NSQF_Animation%20Associate%20-%203D_0.pdf
2707,Media & Entertainment,QG-03-ME-00023-2023-V1-MESC,Camera and accessories handler,https://nqr.gov.in/sites/default/files/NSQF_Camera%20and%20accessories%20handler.pdf
2708,Media & Entertainment,QG-03-ME-00017-2023-V1-MESC,Character Design Associate,https://nqr.gov.in/sites/default/files/NSQF_Character%20Design%20Associate.pdf
2709,Media & Entertainment,QG-03-ME-00021-2023-V1-MESC,Compositing Associate,https://nqr.gov.in/sites/default/files/NSQF_Compositing%20Associate.pdf
2710,Media & Entertainment,QG-03-ME-00018-2023-V1-MESC,Graphics Design Associate,https://nqr.gov.in/sites/default/files/NSQF_Graphics%20Design%20Associate.pdf
2711,Media & Entertainment,QG-03-ME-00019-2023-V1-MESC,Social Media Associate,https://nqr.gov.in/sites/default/files/NSQF_Social%20Media%20Associate.pdf
2712,Media & Entertainment,QG-03-ME-00022-2023-V1-MESC,Storyboard Assistant,https://nqr.gov.in/sites/default/files/NSQF_Storyboard%20Assistant.pdf
2713,Media & Entertainment,QG-03-ME-00020-2023-V1-MESC,VFX Assistant,https://nqr.gov.in/sites/default/files/NSQF-VFX%20Assistant.pdf
2714,Capital Goods & Manufacturing,QG-05-CP-00087-2023-V1-DGT,AERONAUTICAL STRUCTURE AND EQUIPMENT FITTER-CITS,https://nqr.gov.in/sites/default/files/QF_Aero%20Structure%20%26%20Eqpt%20Fitter_CITS2.0_NSQF-5_v1.pdf
2715,Power,QG-04-PW-00085-2023-V1-DGT,Small Hydro Power Plant Technician,https://nqr.gov.in/sites/default/files/QF_Small%20Hydro%20Plant%20Technician_CTS2.0_NSQF-4_v1.pdf
2716,Power,QG-04-PW-00086-2023-V1-DGT,WIND PLANT TECHNICIAN,https://nqr.gov.in/sites/default/files/QF_Wind%20Plant%20Technician_CTS2.0_NSQF-4_v1.pdf
2717,Agriculture,2022/AGR/NCOF/06496,Organic Farming Assistant,https://nqr.gov.in/sites/default/files/Annexure_II_-_NCOF%20-Qualification_File%20%282%29.pdf
2718,IT-ITeS,QG-03-IT-00078-2023-V1-NASSCOM,Software Developer Associate,https://nqr.gov.in/sites/default/files/Q%20File_SSCQ0511_Software%20Developer%20Associate_V1.pdf
2719,IT-ITeS,QG-03-IT-00081-2023-V1-NASSCOM,Associate Data Entry Operator,https://nqr.gov.in/sites/default/files/Q%20File_SSCQ2215_Associate%20Data%20Entry%20Operator_V1.pdf
2720,IT-ITeS,QG-03-IT-00079-2023-V1-NASSCOM,IT Sales Tele caller- Voice & Non- Voice,https://nqr.gov.in/sites/default/files/Q%20File_SSCQ2216_IT%20Sales%20Telecaller-%20Voice%20%26%20Non-%20Voice_V1.pdf
2721,IT-ITeS,QG-03-IT-00077-2023-V1-NASSCOM,Media Content Developer,https://nqr.gov.in/sites/default/files/Q%20File_SSCQ4602_Media%20Content%20Developer_V1.pdf
2722,IT-ITeS,QG-03-IT-00080-2023-V1-NASSCOM,Associate Desktop Publishing,https://nqr.gov.in/sites/default/files/Q%20File_SSCQ2703_Associate%20Desktop%20Publishing_V1.pdf
2723,Agriculture,QG-03-AG-00024-2023-V1-ASCI,Small Organic Cultivator,https://nqr.gov.in/sites/default/files/NSQF_AGRQ1207_Small%20Organic%20Cultivator.pdf
2724,Agriculture,QG-03-AG-00025-2023-V1-ASCI,Small Mushroom Grower,https://nqr.gov.in/sites/default/files/NSQC_AGR_Q7808_Small%20Mushroom%20Grower.pdf
2725,Agriculture,QG-03-AG-00026-2023-V1-ASCI,Honey Bee Farmer,https://nqr.gov.in/sites/default/files/NSQC_AGR_Q5302_Honey%20Bee%20Farmer.pdf
2726,Agriculture,QG-03-AG-00027-2023-V1-ASCI,Backyard Poultry Famer,https://nqr.gov.in/sites/default/files/NSQF_AGRQ4310_Backyard%20Poultry%20Farmer.pdf
2727,Agriculture,QG-03-AG-00028-2023-V1-ASCI,Small Dairy Farmer,https://nqr.gov.in/sites/default/files/NSQC_AGR_Q4104_Small%20Dairy%20Farmer.pdf
2728,Agriculture,QG-03-AG-00029-2023-V1-ASCI,Garden Keeper,https://nqr.gov.in/sites/default/files/NSQC_AGR_0812_Garden%20Keeper.pdf
2729,Food Industry,QG-2.5-FI-00053-2023-V1-FICSI,Baking Assistant,https://nqr.gov.in/sites/default/files/Q-File_Baking%20Assistant.pdf
2730,Agriculture,QG-03-AG-00137-2023-V1-ASCI,Developer-Microforest,https://nqr.gov.in/sites/default/files/NSQC_AGR_Q6108_%20Developer-Microforest.pdf
2731,Agriculture,QG-03-AG-00138-2023-V1-ASCI,Plant Hospital Assistant,https://nqr.gov.in/sites/default/files/Q-File_Plant%20Hospital%20Assistant.pdf
2732,Agriculture,QG-03-AG-00139-2023-V1-ASCI,Harvest & Post-harvest Machine Technician,https://nqr.gov.in/sites/default/files/NSQC%20AGR_Q1114_Harvest%20%26%20Post-harvest%20Machine%20Technician.pdf
2733,Agriculture,QG-03-AG-00140-2023-V1-ASCI,Small Piggery Farmer,https://nqr.gov.in/sites/default/files/QF_Small%20Piggery%20Farmer.pdf
2734,Capital Goods & Manufacturing,QG-04-CG-00175-2023-V1.1-CGSC,Calibration Technician,https://nqr.gov.in/sites/default/files/Q-File_Calibration%20Technician_1.pdf
2735,Capital Goods & Manufacturing,QG-04-CG-00178-2023-V1.1-CGSC,CNC Setter and Operator - Electro Discharge Machine (Spark Erosion),https://nqr.gov.in/sites/default/files/Q-File_CNC%20Setter%20and%20Operator%20-%20Electro%20Discharge%20Machine%20%28Spark%20Erosion%29_1.pdf
2736,Capital Goods & Manufacturing,QG-07-CG-00196-2023-V1.1-CGSC,Design Engineer – Marine piping and Engineering,https://nqr.gov.in/sites/default/files/Q%20File%20Design%20Engineer%20-%20Marine%20piping%20and%20engineering%20v1.0_0.pdf
2737,Capital Goods & Manufacturing,QG-05-CG-00176-2023-V1.1-CGSC,Designer Mechanical,https://nqr.gov.in/sites/default/files/Q-File_Designer%20Mechanical_1.pdf
2738,Capital Goods & Manufacturing,QG-07-CG-00195-2023-V1.1-CGSC,Design Engineer – Hull and Structures,https://nqr.gov.in/sites/default/files/Q%20File%20Design%20Engineer%20-%20Hull%20and%20Structures%20%28v1.0%29_1.pdf
2739,Capital Goods & Manufacturing,QG-04-CG-00190-2023-V1.1-CGSC,Forger,https://nqr.gov.in/sites/default/files/Q-File_CSC_Q1101_Forger_v2.0_1.pdf
2740,Capital Goods & Manufacturing,QG-04-CG-00181-2023-V1.1-CGSC,Lab Technician – Metal Testing,https://nqr.gov.in/sites/default/files/Q-File_Lab%20Technician-Metal%20Testing_1.pdf
2741,Capital Goods & Manufacturing,QG-04-CG-00182-2023-V1.1-CGSC,Lab Technician – Radiographic Testing,https://nqr.gov.in/sites/default/files/Q-File_Lab%20Technician-Radiographic%20Testing_0.pdf
2742,Capital Goods & Manufacturing,QG-04-CG-00189-2023-V1.1-CGSC,Maintenance Fitter - Mechanical,https://nqr.gov.in/sites/default/files/Q-File_CSC_Q0901_Maintenance%20Fitter%20-%20Mechanical_v2.0_2.pdf
2743,Capital Goods & Manufacturing,QG-03-CG-00173-2023-V1.1-CGSC,Operator-Conventional Milling,https://nqr.gov.in/sites/default/files/Q-File_Operator%20Conventional%20Milling_1.pdf
2744,Capital Goods & Manufacturing,QG-03-CG-00174-2023-V1.1-CGSC,Operator- Conventional Surface Griding Machines,https://nqr.gov.in/sites/default/files/Q-File_Operator-%20Conventional%20Surface%20Griding%20Machines_1.pdf
2745,Capital Goods & Manufacturing,QG-03-CG-00179-2023-V1.1-CGSC,Operator-Conventional Turning,https://nqr.gov.in/sites/default/files/Q-File_Operator%20Conventional%20Turning_2.pdf
2746,Capital Goods & Manufacturing,QG-02-CG-00183-2023-V1.1-CGSC,Oxy Fuel Gas Cutter,https://nqr.gov.in/sites/default/files/Q-File_CSC_Q0201_Oxy%20Fuel%20Gas%20Cutter_v3.0_0.pdf
2747,Capital Goods & Manufacturing,QG-04-CG-00188-2023-V1.1-CGSC,Quality Inspector – Manufactured Components,https://nqr.gov.in/sites/default/files/Q-File_CSC_Q0601_Quality%20Inspector%20%E2%80%93%20Manufactured%20Components_v2.0_1.pdf
2748,Capital Goods & Manufacturing,QG-03-CG-00184-2023-V1.1-CGSC,Resistance Spot welding Machine Operator,https://nqr.gov.in/sites/default/files/Q-File_CSC_Q0206_Resistance%20Spot%20welding%20Machine%20Operator_v3.0_0.pdf
2749,Capital Goods & Manufacturing,QG-04-CG-00192-2023-V1.1-CGSC,Senior Manual Metal Arc Welder/ Shielded Metal Arc Welder (Optional: Submerged Arc Welder (SAW)),https://nqr.gov.in/sites/default/files/Q-File_CSC_Q0208_Senior%20MMAW%20Welder_v3.0.pdf
2750,Capital Goods & Manufacturing,QG-05-CG-00187-2023-V1.1-CGSC,Senior Tungsten Inert Gas Welder (GTAW),https://nqr.gov.in/sites/default/files/Q-File_CSC_Q0213_Senior%20Tungsten%20Inert%20Gas%20Welder%20%28GTAW%29_v3.0_0.pdf
2751,Capital Goods & Manufacturing,QG-04-CG-00191-2023-V1.1-CGSC,Service Engineer – Installation and Commissioning,https://nqr.gov.in/sites/default/files/Q-File_Service%20Engineer%20Installation%20and%20Commissioning_1.pdf
2752,Capital Goods & Manufacturing,QG-02-CG-00193-2023-V1.1-CGSC,Sheet Metal Worker - Hand Tools and Manually Operated Machines (Optional: Grinder - Hand and Hand Held Power Tools,https://nqr.gov.in/sites/default/files/Q-File_CSC_Q0301_Sheet%20Metal%20Worker%20-%20Hand%20Tools%20and%20Manually%20Operated%20Machines_v2.0_0.pdf
2753,Capital Goods & Manufacturing,QG-04-CG-00185-2023-V1.1-CGSC,Stud Welding Operator,https://nqr.gov.in/sites/default/files/Q-File_CSC_Q0210_Stud%20Welding%20Operator_v3.0_0.pdf
2754,Capital Goods & Manufacturing,QG-05-CG-00194-2023-V1.1-CGSC,Tool and Die Maker,https://nqr.gov.in/sites/default/files/Q-File_CSC_Q0306_Tool%20and%20Die%20Maker_v2.0_1.pdf
2755,Capital Goods & Manufacturing,QG-04-CG-00186-2023-V1.1-CGSC,Tungsten Inert Gas Welder (GTAW),https://nqr.gov.in/sites/default/files/Q-File_CSC_Q0212_Tungsten%20Inert%20Gas%20Welder%20%28GTAW%29_v3.0_0.pdf
2756,Beauty & Wellness,QG-03-BW-00075-2023-V1-BWSSC,Trainee - Pedicurist,https://nqr.gov.in/sites/default/files/Q-File_Trainee%20Pedicurist_V1.0.pdf
2757,Beauty & Wellness,QG-03-BW-00074-2023-V1-BWSSC,Trainee - Hair Dressing,https://nqr.gov.in/sites/default/files/Q-File_Trainee%20Hair%20Dressing_V1.0.pdf
2758,Beauty & Wellness,QG-03-BW-00073-2023-V1-BWSSC,Trainee - Cosmetology,https://nqr.gov.in/sites/default/files/Q-File_Trainee%20Cosmetology_V1.0.pdf
2759,Beauty & Wellness,QG-03-BW-00072-2023-V1-BWSSC,Trainee - Beautician,https://nqr.gov.in/sites/default/files/Q-File_Trainee%20Beautician_V1.0.pdf
2760,Beauty & Wellness,QG-03-BW-00076-2023-V1-BWSSC,Bridal Makeup Artist,https://nqr.gov.in/sites/default/files/Q-File_Bridal%20Makeup%20Artist_V1.0.pdf
2761,Food Industry,QG-02-FI-00055-2023-V1-FICSI,Fruits and Vegetable Processing Operator,https://nqr.gov.in/sites/default/files/Q-File_Fruit%20and%20vegetable%20processing%20operator.pdf
2762,Food Industry,QG-02-FI-00056-2023-V1-FICSI,Food Product Handler,https://nqr.gov.in/sites/default/files/Q-File_Food%20Product%20Handler.pdf
2763,Food Industry,QG-02-FI-00057-2023-V1-FICSI,Food Packer,https://nqr.gov.in/sites/default/files/Q-File_Food%20Packer.pdf
2764,Food Industry,QG-02-FI-00054-2023-V1-FICSI,Fish and Sea food Processor,https://nqr.gov.in/sites/default/files/Q-File_Fish%20and%20seafood%20processor.pdf
2765,Capital Goods & Manufacturing,2022/CCM/CGSC/06607,Fitter- Electrical and electronic assembly,https://nqr.gov.in/sites/default/files/Q-File_Fitter%20Electrical%20and%20Electronic%20Assembly.pdf
2766,Persons with Disability,QG-03-PD-00070-2023-V1-SCPWD,Housekeeping Attendant (Divyangan)-LD,https://nqr.gov.in/sites/default/files/Q%20file%20Housekeeping%20Attendant%20%28Divyangan%29-LD%20small.pdf
2767,Life Sciences,QM-03-LS-00261-2023-V1.1-LSSSDC,Lab Technician-Research and Quality Control Electives: 1. Wet Lab 2.Scale-up or Kilo Lab,https://www.nqr.gov.in/qualification/file/Qualification%20File_Lab%20Technician%20Research%20and%20quality%20control_%2022%20march%20%202023.pdf
2768,Life Sciences,QG-04-LS-00260-2023-V1.1-LSSSDC,"Executive - Telesales (Pharma, Biologics, Medical Device and other health services)",https://nqr.gov.in/sites/default/files/Qualification%20File_Executive%20-%20Telesales%20%28Pharma%2C%20Biologics%2C%20Medical%20Device%20and%20other%20health%20services%29.pdf
2769,Life Sciences,QG-07-LS-00262-2023-V1.1-LSSSDC,Manager-EHS (Manufacturing or Research facility for Pharma/ Biological Products/ Medical Device),https://www.nqr.gov.in/qualification/file/Qualification%20File_Manager-EHS%20%28Manufacturing%20or%20Research%20facility%20for%20Pharma%20Biological%20Products%20Medical%20Device%29.pdf
2770,Life Sciences,QM-05-LS-00251-2023-V1.1-LSSSDC,"Associate-Clinical Research Management (Pharma, Biologics and Medical devices) Electives: 1.Site management 2.Study Monitoring 3.Data management","https://www.nqr.gov.in/qualification/file/Qualification_Associate%20-%20Clinical%20Research%20Management%20%28Pharma,%20Biologics%20and%20Medical%20devices%29-22%20march%202023.pdf"
2771,Healthcare,2015/HLT/HSSC/00090,Emergency Medical Technician-Basic,https://nqr.gov.in/sites/default/files/1.%20NSQF%20-%20QF-EMT-B.pdf
2772,Life Sciences,QM-05-LS-00248-2023-V1.1-LSSSDC,Analyst/Chemist-Quality Control Electives: 1.High-Performance Liquid Chromatography (HPLC) 2.Gas Chromatography (GC) 3.Ultraviolet-visible Spectroscopy (UV) 4.Fourier Transform Infrared Spectroscopy (FT-IR) 5.Dissolution Test Apparatus,https://nqr.gov.in/sites/default/files/Qualification%20File_Analyst_Chemist-Quality%20Control_22%20march%202023_0.pdf
2773,Life Sciences,QG-04-LS-00263-2023-V1.1-LSSSDC,Medical Sales Representative,https://www.nqr.gov.in/qualification/file/Qualification%20File_Medical%20Sales%20Representative_15%20feb2023.pdf
2774,Life Sciences,QG-05-LS-00264-2023-V1.1-LSSSDC,Microbiologist-Quality Control,https://www.nqr.gov.in/qualification/file/Qualification%20File_Microbiologist_Quality%20Control_23%20march%202023.pdf
2775,Life Sciences,QM-03-LS-00249-2023-V1.1-LSSSDC,"Assistant- Maintenance (Pharma, Biologics and Medical Device Facility) Electives: 1.Mechanical and Fitting 2.Utility Note: Minimum one Elective is to be taken",https://www.nqr.gov.in/qualification/file/Qualification%20File_Assistant_Maintenance%20%28Pharma_Biologics%20and%20Medical%20Device%20Facility%29_05%20april%202021.pdf
2776,Life Sciences,QG-02-LS-00250-2023-V1.1-LSSSDC,"Assistant- Secondary & Tertiary Packaging (Pharma, Biologics and Medical device)","https://www.nqr.gov.in/qualification/file/Qualification%20File_Assistant-%20Secondary%20_%20Tertiary%20Packaging%20%28Pharma,%20Biologics%20and%20Medical%20device%29.pdf"
2777,Life Sciences,QG-05-LS-00254-2023-V1.1-LSSSDC,"Chemist- In-process Quality Assurance (Pharma, Biologics and Medical Device)","https://www.nqr.gov.in/qualification/file/Qualification%20File_Chemist-%20In-process%20Quality%20Assurance%20%28Pharma,%20Biologics%20and%20Medical%20Device%29.pdf"
2778,Environmental Science,2022/ES/SCGJ/06018,Portable Improved Cookstove Assembler,https://nqr.gov.in/sites/default/files/QF_Portable%20Improved%20Cookstove%20Assembler_0.pdf
2779,Environmental Science,2022/ES/SCGJ/06019,Improved Cookstove Installer,https://nqr.gov.in/sites/default/files/QF_Improved%20Cookstove%20Installer.pdf
2780,Environmental Science,2022/ES/SCGJ/06020,Clean Cookstove Sales & Maintenance Executive,https://nqr.gov.in/sites/default/files/QF_Clean%20Cookstove%20Sales%20%26%20Maintenance%20Executive.pdf
2781,Environmental Science,2022/ES/SCGJ/06021,Clean Cookstove Distributor,https://nqr.gov.in/sites/default/files/QF_Clean%20Cooksrtove%20Distributor.pdf
2782,Environmental Science,2022/ES/SCGJ/06403,Septic Tank Junior Technician,https://nqr.gov.in/sites/default/files/QF_6402_Septic_Tank_Junior_Technican.pdf
2783,Environmental Science,2022/ES/SCGJ/06404,Faecal Sludge Treatment Plant O&M Technician,https://nqr.gov.in/sites/default/files/QF_%20Faecal%20Sludge%20Treatment%20O%26%20M%20Technician_2022ESSCGJ06732.pdf
2784,Environmental Science,2022/ES/SCGJ/06405,Paper Bag Junior Technician,https://nqr.gov.in/sites/default/files/QF_8701%20Paper%20Bag%20Junior%20Technician.pdf
2785,Environmental Science,2022/ES/SCGJ/06406,Paper Bag Maker-Micro Entrepreneur,https://nqr.gov.in/sites/default/files/QF_8702%20Paper%20bag%20maker-Micro%20Entrepreneur.pdf
2786,Life Sciences,QM-05-LS-00255-2023-V1.1-LSSSDC,"Chemist – Production (Pharma, Cosmetics & Biologics) Electives: 1. API / Excipient Manufacturing 2. Sterile Product Manufacturing 3. Non-Sterile Product Manufacturing 4. AYUSH Drug Manufacturing 5. Sanitary and Personal Hygiene Product Manufacturing Mi","https://www.nqr.gov.in/qualification/file/Qualification_Chemist%20-%20Production%28Pharma,%20Cosmetics%20and%20Biologics%29.pdf"
2787,Life Sciences,QG-04-LS-00259-2023-V1.1-LSSSDC,Engineer-Cleanroom,https://nqr.gov.in/sites/default/files/Qualification%20File_Engineer-Cleanroom.pdf
2788,Life Sciences,QG-05-LS-00267-2023-V1.1-LSSSDC,Research Assistant cum Engineer-Bioprocess,https://nqr.gov.in/sites/default/files/Qualification%20File_Research%20Assistant%20cum%20Engineer-Bioprocess_05%20april%20%202023.pdf
2789,Life Sciences,QM-05-LS-00268-2023-V1.1-LSSSDC,"Supervisor- Maintenance (Pharma, Biologics and Medical Device Facility) Electives: 1.Electricity 2.HVAC 3.Water System 4.Gases 5.Steam",https://nqr.gov.in/sites/default/files/Qualfication%20File_Supervisor-%20Maintenance%20%28Pharma%2C%20Biologics%20and%20Medical%20Device%20Facility%29_6%20april%202023.pdf
2790,Life Sciences,QM-04-LS-00265-2023-V1.1-LSSSDC,Production Machine Operator –Non sterile formulation,https://www.nqr.gov.in/qualification/file/Qualification%20File_PMO-NSF.pdf
2791,Life Sciences,QM -04-LS-00266-2023-V1.1-LSSSDC,Production Machine Operator –Sterile Formulations Electives: ● Manufacturing ● Packaging,https://nqr.gov.in/sites/default/files/Qualification%20File_PMO-SF_.pdf
2792,Tourism & Hospitality,QG-04-TH-00031-2023-V1-THSC,Counter Sales Associate-Tourism and Hospitality,https://nqr.gov.in/sites/default/files/Q.File_Counter%20Sales%20Associate%20%28Tourism%20and%20Hospitality%29.pdf
2793,Tourism & Hospitality,QG-03-TH-00035-2023-V1-THSC,Front Office Assistant,https://nqr.gov.in/sites/default/files/QFile-Front%20Office%20Assistant.pdf
2794,Tourism & Hospitality,QG-03-TH-00034-2023-V1-THSC,Food Delivery Professional,https://nqr.gov.in/sites/default/files/Q.File_Food%20Delivery%20Proffesional.pdf
2795,Tourism & Hospitality,QG-03-TH-00033-2023-V1-THSC,Food & Beverage Service Trainee,https://nqr.gov.in/sites/default/files/Q.File_Food%20%26%20Beverage%20Service%20Trainee.pdf
2796,Tourism & Hospitality,QG-04-TH-00032-2023-V1-THSC,Guest Service Associate- Food & Beverage Service,https://nqr.gov.in/sites/default/files/Q.file_Guest%20Service%20Associate%20Food%20%26%20Beverage.pdf
2797,Tourism & Hospitality,QG-03-TH-00036-2023-V1-THSC,Housekeeping Attendant,https://nqr.gov.in/sites/default/files/Q.File-Housekeeping%20Attendant.pdf
2798,Tourism & Hospitality,QG-03-TH-00037-2023-V1-THSC,Pastry/Bakery Assistant,https://nqr.gov.in/sites/default/files/QF%20Pastry%2CBakery%20Assistant.pdf
2799,Tourism & Hospitality,QG-03-TH-00030-2023-V1-THSC,Trainee Chef,https://nqr.gov.in/sites/default/files/Q.File%20Trainee%20Chef.pdf
2800,Persons with Disability,QG-04-PD-00201-2023-V1-SCPwD,Casting Operator (Metal Handicrafts)-(Divyangjan) LD,https://nqr.gov.in/sites/default/files/Q%20file%20Casting%20Operator%28Metal%20Handicrafts%29%20LD%20new.pdf
2801,Persons with Disability,QG-04-PD-00202-2023-V1-SCPwD,Casting Operator (Ceramics)-(Divyangjan) LD,https://nqr.gov.in/sites/default/files/Q%20file%20Casting%20Operator%20%28Ceramics%29.pdf
2802,Persons with Disability,QG-02-PD-00203-2023-V1-SCPwD,Helper- Finishing (Footwear) (Divyangjan) - LD,https://nqr.gov.in/sites/default/files/LD_Q%20file_Helper-%20Finishing%20%28Footwear%29.pdf
2803,Persons with Disability,QG-02-PD-00204-2023-V1-SCPwD,Helper –Finishing Operations (Finished Leather) (Divyangjan) - LD,https://nqr.gov.in/sites/default/files/LD_QFile_Helper%20%E2%80%93Finishing%20Operations%20%28Finished%20Leather%29%20.docx%20%281%29.pdf
2804,Persons with Disability,QG-02-PD-00205-2023-V1-SCPwD,Helper - Finishing Operations (Finished Leather) (Divyangjan) - SHI,https://nqr.gov.in/sites/default/files/SHI_QFile_Helper%20%E2%80%93Finishing%20Operations%20%28Finished%20Leather%29%20.docx%20%282%29.pdf
2805,Persons with Disability,QG-04-PD-00206-2023-V1-SCPwD,Pattern Cutter (Footwear)-(Divyangjan) LD,https://nqr.gov.in/sites/default/files/Q%20file%20Pattern%20Cutter%20new.pdf
2806,Persons with Disability,QG-04-PD-00207-2023-V1-SCPwD,Pattern Cutter (Footwear-(Divyangjan) SHI,https://nqr.gov.in/sites/default/files/Q%20file%20Pattern%20Cutter%20SHI%20new.pdf
2807,Persons with Disability,QG-04-PD-00208-2023-V1-SCPwD,Sample Maker (Footwear) (Divyangjan) - LD,https://nqr.gov.in/sites/default/files/LD_QFile_Sample%20Maker%20%28Footwear%29.pdf
2808,Persons with Disability,QG-04-PD-00209-2023-V1-SCPwD,Sample Maker (Footwear) (Divyangjan) - SHI,https://nqr.gov.in/sites/default/files/SHI_QFile_Sample%20Maker%20%28Footwear%29%20.pdf
2809,Persons with Disability,QG-04-PD-00210-2023-V1-SCPwD,Shaving Operator (Finished Leather)-(Divyangjan)-SHI,https://nqr.gov.in/sites/default/files/Q%20file%20_Shaving%20operator%20SHI.pdf
